"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	18	3957495	Unreliable
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	29	4770997	0.6
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	88	3957495	2.2
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	17	4770997	Unreliable
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	162	3957495	4.1
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	89	3957495	2.2
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	47	4770997	1.0
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	444	3957495	11.2
	"70-74 years"	"70-74"	"2007"	"2007"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	10	3957495	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	24	4856336	0.5
	"70-74 years"	"70-74"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	86	4054996	2.1
	"70-74 years"	"70-74"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	36	4856336	0.7
	"70-74 years"	"70-74"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	113	4054996	2.8
	"70-74 years"	"70-74"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	11	4054996	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	"Male"	"M"	14	4054996	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	24	4054996	0.6
	"70-74 years"	"70-74"	"2008"	"2008"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	129	4856336	2.7
	"70-74 years"	"70-74"	"2008"	"2008"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	458	4054996	11.3
	"70-74 years"	"70-74"	"2008"	"2008"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	21	4856336	0.4
	"70-74 years"	"70-74"	"2008"	"2008"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	51	4054996	1.3
	"70-74 years"	"70-74"	"2008"	"2008"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	25	4856336	0.5
	"70-74 years"	"70-74"	"2008"	"2008"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	75	4054996	1.8
	"70-74 years"	"70-74"	"2008"	"2008"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	68	4856336	1.4
	"70-74 years"	"70-74"	"2008"	"2008"	"Biliary cirrhosis, unspecified"	"K74.5"	"Female"	"F"	14	4856336	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	716	4856336	14.7
	"70-74 years"	"70-74"	"2008"	"2008"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	878	4054996	21.7
	"70-74 years"	"70-74"	"2008"	"2008"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	12	4856336	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	25	4856336	0.5
	"70-74 years"	"70-74"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	31	4054996	0.8
	"70-74 years"	"70-74"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	57	4856336	1.2
	"70-74 years"	"70-74"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	38	4054996	0.9
	"70-74 years"	"70-74"	"2008"	"2008"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	11	4856336	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	19	4054996	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	12	4856336	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	15	4054996	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	10	4856336	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	33	4856336	0.7
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	34	4054996	0.8
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	19	4054996	Unreliable
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	25	4856336	0.5
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	100	4054996	2.5
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	26	4856336	0.5
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	189	4054996	4.7
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	125	4054996	3.1
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	57	4856336	1.2
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	506	4054996	12.5
	"70-74 years"	"70-74"	"2008"	"2008"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	13	4054996	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	20	4967279	0.4
	"70-74 years"	"70-74"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	78	4173443	1.9
	"70-74 years"	"70-74"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	40	4967279	0.8
	"70-74 years"	"70-74"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	159	4173443	3.8
	"70-74 years"	"70-74"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	18	4173443	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	"Male"	"M"	10	4173443	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	20	4173443	0.5
	"70-74 years"	"70-74"	"2009"	"2009"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	133	4967279	2.7
	"70-74 years"	"70-74"	"2009"	"2009"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	390	4173443	9.3
	"70-74 years"	"70-74"	"2009"	"2009"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	23	4967279	0.5
	"70-74 years"	"70-74"	"2009"	"2009"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	45	4173443	1.1
	"70-74 years"	"70-74"	"2009"	"2009"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	21	4967279	0.4
	"70-74 years"	"70-74"	"2009"	"2009"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	80	4173443	1.9
	"70-74 years"	"70-74"	"2009"	"2009"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	62	4967279	1.2
	"70-74 years"	"70-74"	"2009"	"2009"	"Biliary cirrhosis, unspecified"	"K74.5"	"Female"	"F"	11	4967279	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	740	4967279	14.9
	"70-74 years"	"70-74"	"2009"	"2009"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	800	4173443	19.2
	"70-74 years"	"70-74"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	23	4967279	0.5
	"70-74 years"	"70-74"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	32	4173443	0.8
	"70-74 years"	"70-74"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	66	4967279	1.3
	"70-74 years"	"70-74"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	44	4173443	1.1
	"70-74 years"	"70-74"	"2009"	"2009"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	12	4967279	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	25	4173443	0.6
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	12	4967279	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	44	4967279	0.9
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	33	4173443	0.8
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	22	4173443	0.5
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	24	4967279	0.5
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	80	4173443	1.9
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	26	4967279	0.5
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	202	4173443	4.8
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	114	4173443	2.7
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	58	4967279	1.2
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	508	4173443	12.2
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	15	4173443	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	10	4173443	Unreliable
	"70-74 years"	"70-74"	"2009"	"2009"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	10	4967279	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	16	5034194	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	80	4243972	1.9
	"70-74 years"	"70-74"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	37	5034194	0.7
	"70-74 years"	"70-74"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	138	4243972	3.3
	"70-74 years"	"70-74"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	27	4243972	0.6
	"70-74 years"	"70-74"	"2010"	"2010"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	24	4243972	0.6
	"70-74 years"	"70-74"	"2010"	"2010"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	162	5034194	3.2
	"70-74 years"	"70-74"	"2010"	"2010"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	429	4243972	10.1
	"70-74 years"	"70-74"	"2010"	"2010"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	13	5034194	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	42	4243972	1.0
	"70-74 years"	"70-74"	"2010"	"2010"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	21	5034194	0.4
	"70-74 years"	"70-74"	"2010"	"2010"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	89	4243972	2.1
	"70-74 years"	"70-74"	"2010"	"2010"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	67	5034194	1.3
	"70-74 years"	"70-74"	"2010"	"2010"	"Biliary cirrhosis, unspecified"	"K74.5"	"Female"	"F"	13	5034194	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	749	5034194	14.9
	"70-74 years"	"70-74"	"2010"	"2010"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	868	4243972	20.5
	"70-74 years"	"70-74"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	20	5034194	0.4
	"70-74 years"	"70-74"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	25	4243972	0.6
	"70-74 years"	"70-74"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	77	5034194	1.5
	"70-74 years"	"70-74"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	57	4243972	1.3
	"70-74 years"	"70-74"	"2010"	"2010"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	31	4243972	0.7
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	14	5034194	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	12	4243972	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	37	5034194	0.7
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	32	4243972	0.8
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	26	4243972	0.6
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	27	5034194	0.5
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	80	4243972	1.9
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	10	4243972	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	20	5034194	0.4
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	202	4243972	4.8
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	112	4243972	2.6
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	52	5034194	1.0
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	541	4243972	12.7
	"70-74 years"	"70-74"	"2010"	"2010"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	17	4243972	Unreliable
	"70-74 years"	"70-74"	"2010"	"2010"	"Sequelae of assault"	"Y87.1"	"Male"	"M"	11	4243972	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	24	5203567	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	91	4404383	2.1
	"70-74 years"	"70-74"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	30	5203567	0.6
	"70-74 years"	"70-74"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	136	4404383	3.1
	"70-74 years"	"70-74"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Female"	"F"	10	5203567	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	21	4404383	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	23	4404383	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	139	5203567	2.7
	"70-74 years"	"70-74"	"2011"	"2011"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	501	4404383	11.4
	"70-74 years"	"70-74"	"2011"	"2011"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	16	5203567	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	43	4404383	1.0
	"70-74 years"	"70-74"	"2011"	"2011"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	26	5203567	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	83	4404383	1.9
	"70-74 years"	"70-74"	"2011"	"2011"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	70	5203567	1.3
	"70-74 years"	"70-74"	"2011"	"2011"	"Biliary cirrhosis, unspecified"	"K74.5"	"Female"	"F"	11	5203567	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	813	5203567	15.6
	"70-74 years"	"70-74"	"2011"	"2011"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	869	4404383	19.7
	"70-74 years"	"70-74"	"2011"	"2011"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	13	5203567	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	24	5203567	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	20	4404383	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	72	5203567	1.4
	"70-74 years"	"70-74"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	66	4404383	1.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	10	5203567	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	25	4404383	0.6
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	18	5203567	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	11	4404383	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	14	4404383	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	48	5203567	0.9
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	34	4404383	0.8
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	10	5203567	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	22	4404383	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	31	5203567	0.6
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	102	4404383	2.3
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	25	5203567	0.5
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	210	4404383	4.8
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	106	4404383	2.4
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	73	5203567	1.4
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	558	4404383	12.7
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	18	4404383	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	17	4404383	Unreliable
	"70-74 years"	"70-74"	"2011"	"2011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	14	5203567	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	23	5412033	0.4
	"70-74 years"	"70-74"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	109	4596006	2.4
	"70-74 years"	"70-74"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	38	5412033	0.7
	"70-74 years"	"70-74"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	148	4596006	3.2
	"70-74 years"	"70-74"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	"Male"	"M"	11	4596006	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	"Male"	"M"	26	4596006	0.6
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic hepatitis"	"K70.1"	"Female"	"F"	14	5412033	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	18	4596006	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	166	5412033	3.1
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	508	4596006	11.1
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	16	5412033	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	31	4596006	0.7
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	36	5412033	0.7
	"70-74 years"	"70-74"	"2012"	"2012"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	92	4596006	2.0
	"70-74 years"	"70-74"	"2012"	"2012"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	59	5412033	1.1
	"70-74 years"	"70-74"	"2012"	"2012"	"Primary biliary cirrhosis"	"K74.3"	"Male"	"M"	11	4596006	Unreliable
	"70-74 years"	"70-74"	"2012"	"2012"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	827	5412033	15.3
	"70-74 years"	"70-74"	"2012"	"2012"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	964	4596006	21.0
